order_id,customer_id,order_date,delivery_date,customer_segment,region,country,city,ev_model,battery_capacity_kwh,range_km,charging_type,autopilot_package,purchase_channel,base_price_usd,incentives_usd,final_price_usd,warranty_years,service_plan,customer_age,satisfaction_score,issues_reported,returned,energy_consumption_kwh_per_100km,mileage_after_1_year_km,maintenance_cost_year1_usd
500436,1469,14-Nov-24,12/5/2024,Corporate,south,thailand,Chiang Mai,UrbanEV,90,562,  DC Fast  ,No,  Dealership  ,"50,930",5000,"47,780",6,EXTENDED,35,7.3,none,No,15.9,"15,770",503.54
500437,2398,27-Apr-23,5-May-23,fleet,NORTH,Indonesia,SURABAYA,UrbanEV,50,294,  Home Charger  ,No,Dealership,36860,1000,,4,Standard,27,8,  Motor  ,No,20.1,24470,386.96
500438,2045,7/5/2024,13/7/2024,  Personal  ,  South  ,Vietnam,  Ho Chi Minh City  ,VoltX Pro,60,346,DC FAST,Yes,Dealership,,2500,40480,4,PREMIUM,36,2.7,other,No,,26390,248.6
500439,1749,09-20-2024,10/7/2024,Corporate,,Vietnam,Hanoi,UrbanEV,60,,DC FAST,Yes,dealership,29120,2500,26020,6,STANDARD,44,9.7,CHARGING,No,13.8,29330,704.62
500440,2693,21-Aug-24,7-Sep-24,Personal,east,indonesia,Surabaya,FamilyEV XL,70,397,  Home Charger  ,Yes,Online,57650,2500,55060,4,premium,54,3.85,  Software  ,No,12.5,41580,820.56
500441,1037,06-21-2023,7/2/2023,  Personal  ,  East  ,,SHAH ALAM,UrbanEV,75,422,AC,Yes,Corporate Fleet,49610,1000,49460,6,EXTENDED,34,4,SOFTWARE,No,16,20670,487.71
500442,1229,1/11/2024,7/11/2024,  Personal  ,North,MALAYSIA,Penang,VoltX S,70,470,  AC  ,Yes,  Online  ,45600,2500,44060,5,premium,63,9.7,None,No,16.6,21030,393.11
500443,2388,8/5/2022,28/5/2022,PERSONAL,  East  ,MALAYSIA,  Penang  ,FamilyEV XL,50,316,AC,Yes,Online,40180,1000,38350,5,extended,39,6.9,None,No,14.3,30960,713.6
500444,1562,2-Apr-22,22/4/2022,personal,West,malaysia,Kuala Lumpur,EcoRide 5,90,594,Home Charger,Yes,  Online  ,37540,2500,35810,3,  Extended  ,45,10,BATTERY,No,20.7,29880,735.22
500445,1437,06-27-2023,4/7/2023,  Personal  ,south,Thailand,  Chiang Mai  ,UrbanEV,60,387,SUPERCHARGER,No,DEALERSHIP,"43,600",2500,"40,510",4,  Extended  ,42,4,Software,No,21.5,25810 km,326.77
500446,2799,25-Apr-24,8/5/2024,  Personal  ,east,Thailand,  Bangkok  ,UrbanEV,60,346,ac,No,Online,47120,1000,,4,  Standard  ,56,4.6,none,No,16.4,19300,528.04
500447,2306,15/9/2024,22/9/2024,  Personal  ,,MALAYSIA,  Penang  ,FamilyEV XL,100,538,Supercharger,No,Dealership,43390,1000,43700,3,  Standard  ,43,8.7,  None  ,No,21.6,27190,895.89
500448,1026,23-Mar-23,29/3/2023,Corporate,  West  ,indonesia,,EcoRide 3,80,465,dc fast,No,online,,0,49510,4,STANDARD,54,4.5,Other,No,18.3,17880,864.27
500449,1225,01-25-2023,8/2/2023,  Corporate  ,  West  ,  Malaysia  ,kuala lumpur,EcoRide 5,75,453,home charger,Yes,ONLINE,57990,5000,51370,5,  Standard  ,57,4.05,NONE,No,11.1,17380,315.18
500450,2300,11/3/2023,7/11/2023,  Personal  ,  East  ,singapore,Singapore,EcoRide 5,75,484,AC,Yes,DEALERSHIP,37490,5000,32620,5,Standard,46,3.65,NONE,No,10.9,23940,221.71
500451,1797,2/12/2022,27-Feb-22,personal,East,thailand,BANGKOK,EcoRide 5,80,478,  Supercharger  ,Yes,Online,46660,0,47080,4,  Standard  ,69,10,  None  ,No,18,36480,570.2
500452,2632,11/9/2022,23/9/2022,PERSONAL,  West  ,Singapore,SINGAPORE,VoltX Pro,,359,  DC Fast  ,No,  Online  ,57190,1000,56340,3,premium,53,4,None,No,16.5,20010,642.6
500453,1283,19/12/2024,30/12/2024,personal,south,SINGAPORE,  Singapore  ,VoltX S,75,437,  AC  ,No,DEALERSHIP,42820,1000,39300,5,premium,48,6.4,  None  ,No,14.2,22410,643.87
500454,1878,25-Oct-23,6/11/2023,  Corporate  ,  South  ,  Malaysia  ,  Shah Alam  ,VoltX S,60,374,Home Charger,Yes,DEALERSHIP,44030,1000,41680,6,Extended,28,10,  None  ,No,18.3,10970,609.04
500455,1959,12/4/2023,21/4/2023,corporate,west,  Singapore  ,Singapore,EcoRide 3,,288,  AC  ,No,ONLINE,48230,5000,41460,5,STANDARD,36,7.5,Battery,No,23.6,15660,556.72
500456,2504,14-Oct-22,20/10/2022,  Personal  ,  North  ,INDONESIA,  Jakarta  ,EcoRide 5,70,,,No,  Corporate Fleet  ,49730,2500,46600,7,standard,60,2.7,None,Yes,17.2,24550,415.11
500457,1452,7/10/2024,28/10/2024,  Personal  ,  South  ,  Vietnam  ,HO CHI MINH CITY,EcoRide 5,70,416,SUPERCHARGER,No,CORPORATE FLEET,52350,5000,47490,4,STANDARD,28,6.8,BATTERY,No,15.7,25350,373.36
500458,2019,02-17-2024,29/2/2024,PERSONAL,WEST,SINGAPORE,Singapore,UrbanEV,50,295,DC Fast,Yes,  Dealership  ,45760,5000,40240,4,EXTENDED,29,5.1,NONE,No,14.9,35580,660.82
500459,2852,11/12/2022,16-Dec-22,FLEET,  East  ,  Singapore  ,SINGAPORE,FamilyEV XL,60,345,AC,Yes,Online,39440,2500,36320,4,,43,6.8,  None  ,No,13.4,14670,358.94
500460,1815,10/4/2023,25-Oct-23,PERSONAL,SOUTH,thailand,chiang mai,VoltX Pro,100,606,Home Charger,No,Online,48930,2500,44690,3,STANDARD,65,10,CHARGING,No,19.4,22960,
500461,1658,17-Jan-23,21/1/2023,  Government  ,NORTH,  Vietnam  ,  Ho Chi Minh City  ,VoltX Pro,70,443,ac,Yes,dealership,38230,2500,34480,7,Extended,63,8.7,  Software  ,No,,18820,528.78
500462,2539,21/11/2023,12/3/2023,corporate,  South  ,  Malaysia  ,  Shah Alam  ,EcoRide 3,90,505,DC Fast,No,Dealership,47320,2500,43860,5,extended,55,8,BATTERY,No,,23990,557.12
500463,1546,15/12/2024,19/12/2024,  Personal  ,south,Singapore,singapore,VoltX S,60,359,supercharger,No,online,45540,5000,41420,5,standard,31,7.1,None,Yes,15.8,18250,884.74
500464,2215,4/2/2023,4/6/2023,  Fleet  ,NORTH,INDONESIA,surabaya,EcoRide 5,80 kWh,496,  Home Charger  ,No,DEALERSHIP,"45,370",5000,"40,800",4,PREMIUM,36,7.8,none,No,21.8,"9,860",506.7
500465,2072,9/9/2024,28/9/2024,CORPORATE,East,thailand,bangkok,FamilyEV XL,75,470,dc fast,Yes,Dealership,44420,0,45200,7,STANDARD,34,9.7,CHARGING,No,12.7,26490,234.72
500466,2535,24/3/2022,11-Apr-22,  Fleet  ,South,  Malaysia  ,Johor Bahru,EcoRide 3,100,675,  AC  ,Yes,dealership,52010,5000,47470,6,PREMIUM,,5.3,None,No,19.1,16810,743.87
500467,1016,29-May-22,16/6/2022,Personal,SOUTH,Thailand,chiang mai,VoltX Pro,100,623,Supercharger,Yes,Online,49330,2500,47650,5,EXTENDED,45,10,CHARGING,No,19.6,20360,490.14
500468,2195,9-Jul-22,25/7/2022,Personal,South,Malaysia,  Shah Alam  ,VoltX Pro,50,292,AC,No,online,49860,0,48490,7,Standard,37,6.7,None,No,14.8,22470,468.03
500469,2243,6/1/2024,6/10/2024,corporate,  West  ,SINGAPORE,  Singapore  ,VoltX Pro,75,433,AC,No,  Corporate Fleet  ,41750,5000,38090,7,Standard,47,7.6,Software,No,18.8,21820,267.33
500470,1157,20/9/2022,3-Oct-22,FLEET,  South  ,singapore,  Singapore  ,EcoRide 5,80,461,Home Charger,No,DEALERSHIP,33510,1000,33560,3,,30,7.8,battery,No,16.5,200000,601.92
500471,1476,2/4/2023,7/2/2023,Fleet,north,INDONESIA,  Surabaya  ,EcoRide 5,70,402,dc fast,No,ONLINE,42220,5000,36850,4,,55,7.7,none,No,19.4,10850,531.25
500472,2069,3-Feb-24,16/2/2024,Corporate,north,SINGAPORE,singapore,EcoRide 5,100,609,  AC  ,No,DEALERSHIP,48050,7500,41520,3,Premium,33,3.5,,No,14.1,20060,515.9
500473,2396,1/9/2023,7-Sep-23,CORPORATE,EAST,MALAYSIA,penang,UrbanEV,90,555,DC FAST,Yes,DEALERSHIP,45230,1000,45450,5,EXTENDED,48,4.65,BATTERY,No,17.8,38120,
500474,1517,24/2/2024,4-Mar-24,corporate,EAST,Malaysia,KUALA LUMPUR,VoltX S,60,380,  AC  ,Yes,ONLINE,41970,5000,36920,4,,40,4.85,charging,No,17.2,15470,711.76
500475,1098,11/4/2022,28/4/2022,personal,south,INDONESIA,  Jakarta  ,VoltX Pro,100,627,AC,Yes,DEALERSHIP,46550,5000,42090,6,EXTENDED,35,9.4,NONE,No,18.6,19380,564.13
500476,2915,30-Mar-24,19/4/2024,personal,  South  ,malaysia,SHAH ALAM,VoltX Pro,100,650,ac,Yes,DEALERSHIP,43130,2500,,5,  Standard  ,60,8.1,NONE,No,10,31420,607.71
500477,2768,30/3/2024,13-Apr-24,  Corporate  ,North,SINGAPORE,SINGAPORE,UrbanEV,,344,supercharger,No,online,45340,1000,45660,6,standard,25,7.1,None,Yes,14.8,26930,569.39
500478,2060,24/2/2023,03-15-2023,  Corporate  ,east,Malaysia,Kuala Lumpur,VoltX Pro,80 kWh,532,Supercharger,No,online,"31,080",0,"30,630",5,STANDARD,45,7.7,None,No,18.8,"24,960",834.39
500479,1279,4/5/2022,7/5/2022,Fleet,east,INDONESIA,  Jakarta  ,VoltX Pro,50,287,dc fast,Yes,online,50370,1000,49680,6,  Standard  ,68,3.95,  None  ,No,22.3,22850,318.66
500480,2372,26/2/2023,11-Mar-23,PERSONAL,North,singapore,  Singapore  ,EcoRide 5,,614,,No,DEALERSHIP,49290,0,49250,5,standard,60,6.5,motor,No,20.1,8680,282.86
500481,1496,12-22-2024,12-25-2024,corporate,  North  ,malaysia,JOHOR BAHRU,EcoRide 5,100,592,Supercharger,Yes,Dealership,59790,2500,56710,7,extended,61,8.3,none,No,18.2,10940,262.31
500482,1301,7/2/2024,24/2/2024,  Corporate  ,NORTH,malaysia,shah alam,VoltX S,75,449,DC FAST,Yes,Online,40020,5000,33320,6,  Standard  ,30,10,  Motor  ,No,14.5,15590,603.46
500483,1180,04-28-2023,10/5/2023,  Personal  ,  North  ,indonesia,  Jakarta  ,VoltX Pro,90,564,dc fast,No,dealership,41480,7500,34870,5,  Premium  ,38,7.7,CHARGING,No,17.9,19210,477.32
500484,1606,6/3/2023,12/6/2023,Personal,East,THAILAND,bangkok,EcoRide 3,70,380,  Home Charger  ,No,Online,46220,0,46180,5,STANDARD,53,8.7,  None  ,No,18.8,30450,278.75
500485,2122,4-Jun-22,8-Jun-22,  Personal  ,  North  ,thailand,  Bangkok  ,VoltX Pro,50,283,dc fast,Yes,dealership,44760,0,46590,7,STANDARD,25,7,NONE,Yes,22.3,22230,461.31
500486,1699,2/4/2022,14/4/2022,PERSONAL,south,  Indonesia  ,JAKARTA,VoltX Pro,90,567,dc fast,No,online,56060,5000,52280,5,Extended,32,9.3,  Charging  ,No,14.3,17550,931.48
500487,1992,8/9/2024,14-Sep-24,  Personal  ,north,  Vietnam  ,HO CHI MINH CITY,VoltX S,90,540,  Home Charger  ,No,Dealership,42140,1000,42340,6,extended,68,7,  None  ,No,15.9,20040,585.5
500488,2139,03-31-2023,14/4/2023,PERSONAL,West,  Malaysia  ,SHAH ALAM,EcoRide 3,80,472,DC Fast,Yes,dealership,,5000,39650,5,  Premium  ,43,7.4,  None  ,No,23,31620,794.99
500489,1190,21/8/2023,11-Sep-23,  Personal  ,  West  ,vietnam,ho chi minh city,VoltX Pro,,444,  DC Fast  ,No,DEALERSHIP,41060,5000,36810,6,Extended,47,8.8,  Motor  ,Yes,16.4,22890,239.34
500490,1252,25-May-23,6/7/2023,  Fleet  ,  North  ,  Malaysia  ,Johor Bahru,FamilyEV XL,60,354,  DC Fast  ,Yes,  Dealership  ,55670,2500,53330,7,STANDARD,63,3.25,none,No,18.5,26670,558.4
500491,1980,21-Jan-23,31-Jan-23,Fleet,  South  ,MALAYSIA,  Johor Bahru  ,FamilyEV XL,70,439,  AC  ,Yes,ONLINE,48410,0,49230,5,Premium,65,8.6,  None  ,No,13.8,18610,602.54
500492,1927,9-Feb-23,1/3/2023,  Corporate  ,  North  ,indonesia,jakarta,EcoRide 3,50,289,supercharger,Yes,  Corporate Fleet  ,56000,0,55550,5,  Premium  ,35,4.8,  None  ,No,16,8510,638.4
500493,2184,3-Sep-22,16/9/2022,  Personal  ,  South  ,Malaysia,  Johor Bahru  ,FamilyEV XL,60,393,SUPERCHARGER,Yes,DEALERSHIP,65410,1000,61970,5,PREMIUM,51,8.2,CHARGING,No,18,26580,449.38
500494,2279,1/12/2024,25/1/2024,PERSONAL,  North  ,Malaysia,SHAH ALAM,EcoRide 5,100,643,AC,Yes,DEALERSHIP,39660,0,40370,3,  Premium  ,64,4.65,None,No,15.9,24260,697.33
500495,2346,23/10/2023,7/11/2023,CORPORATE,east,  Malaysia  ,PENANG,EcoRide 5,70,410,ac,Yes,dealership,52550,2500,50780,6,STANDARD,60,6.1,none,No,17.5,28770,598.37
500496,1127,10/12/2023,17/10/2023,PERSONAL,east,thailand,chiang mai,EcoRide 3,75,,Home Charger,No,  Online  ,43200,1000,40880,4,premium,66,8.7,none,No,17.8,22590,517.62
500497,1017,19/6/2024,3-Jul-24,GOVERNMENT,west,SINGAPORE,singapore,VoltX Pro,75,367,  DC Fast  ,No,  Online  ,40190,2500,38200,5,  Premium  ,44,7.3,  Charging  ,No,17.2,38940,414.32
500498,2816,6/3/2022,11/3/2022,corporate,NORTH,thailand,bangkok,EcoRide 3,60,334,  AC  ,Yes,  Dealership  ,"34,740",5000,"30,240",5,  Extended  ,66,8.6,Software,No,14.8,"15,410",202.93
500499,2758,2-Nov-24,14/11/2024,personal,West,  Indonesia  ,  Surabaya  ,FamilyEV XL,50,277,AC,Yes,  Corporate Fleet  ,59900,1000,59980,4,extended,32,5,none,No,19.5,14390,116.66
500500,1565,8/1/2022,08-20-2022,government,WEST,Thailand,  Chiang Mai  ,EcoRide 3,70,380,dc fast,Yes,online,52010,2500,49400,6,EXTENDED,,1.75,  Battery  ,No,17.5,20720,365.37
500501,1569,30/8/2022,3-Sep-22,Personal,NORTH,Malaysia,johor bahru,FamilyEV XL,75,449,AC,No,Dealership,43420,5000,36900,4,  Standard  ,50,7.1,none,No,15,19930,469.13
500502,2346,5/8/2023,27/5/2023,PERSONAL,south,VIETNAM,Hanoi,EcoRide 5,75,459,AC,Yes,dealership,49350,1000,47870,6,extended,,4.6,  None  ,No,14.6,20630,364.83
500503,2895,12/4/2022,22/12/2022,,north,  Malaysia  ,SHAH ALAM,EcoRide 3,,336,Supercharger,No,Corporate Fleet,32340,0,31850,4,PREMIUM,27,6.2,other,Yes,13.9,21310,568.89
500504,1685,22-Jun-22,06-26-2022,PERSONAL,south,  Malaysia  ,kuala lumpur,UrbanEV,60,362,  Supercharger  ,Yes,online,44340,2500,41720,4,  Standard  ,28,7.3,NONE,No,20.6,19750,664.59
500505,2815,3-Nov-23,11/11/2023,corporate,South,  Malaysia  ,  Shah Alam  ,FamilyEV XL,80,415,AC,No,Online,39670,2500,37290,5,extended,68,9.3,Other,No,14.9,18180,249.88
500506,1625,06-13-2022,25/6/2022,PERSONAL,EAST,Thailand,chiang mai,UrbanEV,,570,AC,Yes,ONLINE,55120,2500,52380,4,  Extended  ,53,9.2,Software,No,14.3,15070,609.83
500507,2311,10-Apr-23,22-Apr-23,PERSONAL,  South  ,MALAYSIA,penang,EcoRide 5,90,562,DC Fast,Yes,dealership,,1000,54990,5,Standard,52,9.2,none,No,14,25890,494.66
500508,2966,09-21-2024,1-Oct-24,Fleet,  West  ,malaysia,PENANG,VoltX Pro,100 kWh,597,AC,No,Corporate Fleet,"51,230",0,"50,130",3,EXTENDED,,8.8,software,No,11,30340 km,155.33
500509,1853,12/5/2023,05-15-2023,fleet,  North  ,MALAYSIA,JOHOR BAHRU,FamilyEV XL,70,444,  DC Fast  ,No,  Dealership  ,51630,1000,50990,5,extended,67,6,None,No,23.6,45060,681.69
500510,2686,12/1/2023,12-16-2023,PERSONAL,West,  Malaysia  ,PENANG,VoltX Pro,75,435,ac,No,Corporate Fleet,40450,0,39690,5,standard,52,9.2,None,No,17.3,24580,312.89
500511,1961,30/1/2023,2/10/2023,PERSONAL,North,  Thailand  ,Chiang Mai,EcoRide 5,90,581,AC,Yes,  Dealership  ,50020,2500,47320,5,,42,7,  Battery  ,No,14.3,29900,1014.04
500512,2662,12/4/2023,16/12/2023,  Corporate  ,west,INDONESIA,  Surabaya  ,VoltX Pro,90,549,dc fast,Yes,Dealership,35340,2500,31010,6,Premium,38,8.7,Charging,No,16,23520,733.53
500513,1154,4-Nov-22,21/11/2022,personal,South,  Indonesia  ,  Jakarta  ,FamilyEV XL,80,489,  Home Charger  ,No,Online,34400,2500,32840,6,Standard,67,6.6,NONE,No,13.2,26940,471.51
500514,1489,2-Jul-22,9/7/2022,corporate,north,Malaysia,KUALA LUMPUR,VoltX S,90,545,AC,No,Online,44260,0,,5,  Extended  ,38,3.85,CHARGING,No,17.6,21500,499.67
500515,2409,21/9/2023,9-Oct-23,  Fleet  ,West,MALAYSIA,penang,FamilyEV XL,50,285,  AC  ,No,  Online  ,48710,0,49050,4,standard,53,7.9,Motor,No,,19980,221.73
500516,1784,25-May-23,6/9/2023,  Corporate  ,SOUTH,VIETNAM,  Ho Chi Minh City  ,FamilyEV XL,60,359,  AC  ,No,Online,,5000,43370,5,extended,27,8.5,  None  ,No,20.3,20340,851.36
500517,2127,30/6/2023,20/7/2023,corporate,  East  ,  Malaysia  ,  Kuala Lumpur  ,UrbanEV,70,428,dc fast,Yes,online,,2500,33140,6,  Standard  ,,3.35,  Charging  ,No,14.9,35280,330.16
500518,2952,16-Sep-23,29/9/2023,Personal,East,  Indonesia  ,  Surabaya  ,VoltX S,50,272,SUPERCHARGER,Yes,Online,,5000,28170,5,  Standard  ,,9,  None  ,No,18.1,34480,
500519,2416,17/8/2023,28/8/2023,fleet,SOUTH,Malaysia,Penang,VoltX S,60,362,  DC Fast  ,No,DEALERSHIP,41840,1000,,3,Standard,64,6,NONE,No,17.1,16140,371.58
500520,2834,14/1/2024,1/2/2024,corporate,south,vietnam,hanoi,VoltX S,50,,supercharger,No,dealership,38870,2500,36950,5,  Standard  ,29,10,Other,No,14.4,25500,592.22
500521,1245,8/7/2023,12/7/2023,Personal,east,malaysia,,FamilyEV XL,75,463,  AC  ,No,  Online  ,49280,2500,45780,8,STANDARD,53,6.9,NONE,No,18.1,20170,495.82
500522,2199,21-Jan-22,25/1/2022,Government,North,Singapore,Singapore,EcoRide 5,75 kWh,491,  Home Charger  ,No,Dealership,"37,910",7500,"30,550",5,Extended,65,5.1,BATTERY,No,16.8,34550 km,374.75
500523,2062,8-Jul-23,07-22-2023,personal,  East  ,thailand,bangkok,VoltX S,80,,ac,No,  Dealership  ,58610,7500,50870,5,standard,29,7.9,  None  ,No,20,13690,592.87
500524,2500,2/1/2023,11/2/2023,  Personal  ,  West  ,Thailand,  Bangkok  ,EcoRide 3,50,282,AC,No,DEALERSHIP,47540,7500,40230,4,Standard,69,7.4,NONE,No,18.2,29970,800.78
500525,2705,17/9/2023,28/9/2023,  Personal  ,north,Malaysia,  Shah Alam  ,VoltX Pro,100,632,AC,No,  Dealership  ,43970,5000,38070,5,STANDARD,67,3.3,Battery,No,15.6,22700,509.77
500526,1758,15/4/2022,29-Apr-22,,,Thailand,bangkok,EcoRide 5,90,499,AC,No,Dealership,36970,2500,34940,4,standard,67,10,  None  ,Yes,19.7,9010,100
500527,1537,7/11/2022,22/7/2022,PERSONAL,East,THAILAND,bangkok,EcoRide 3,75,444,DC FAST,Yes,corporate fleet,35750,0,35470,4,  Standard  ,68,9.1,  None  ,No,17.9,35450,575.13
500528,2890,17-Jan-22,29/1/2022,CORPORATE,south,  Malaysia  ,shah alam,FamilyEV XL,60,353,DC FAST,No,online,42750,2500,40110,6,Standard,37,4.35,motor,No,15.4,9880,204.67
500529,2841,28/1/2023,1/2/2023,CORPORATE,south,Malaysia,JOHOR BAHRU,FamilyEV XL,80,458,SUPERCHARGER,No,  Online  ,40950,0,43290,4,premium,50,6.6,  Other  ,No,19.8,14860,226.11
500530,1920,1/3/2023,19/3/2023,Personal,north,Singapore,singapore,EcoRide 3,90,626,AC,Yes,  Online  ,32880,0,31120,7,EXTENDED,33,7.2,none,No,19.6,13300,205.33
500531,1407,5/9/2022,18/5/2022,Personal,East,  Malaysia  ,  Johor Bahru  ,UrbanEV,70,418,,No,dealership,54600,2500,52640,5,Extended,28,7.1,  None  ,No,14.3,31110,
500532,1524,07-26-2023,30/7/2023,Corporate,North,thailand,CHIANG MAI,UrbanEV,50 kWh,,ac,Yes,ONLINE,"37,260",5000,"32,700",5,Extended,63,5.3,,No,14.8,"17,730",
500533,1827,29/1/2022,2/1/2022,personal,South,MALAYSIA,  Kuala Lumpur  ,EcoRide 3,100,614,  DC Fast  ,No,dealership,,2500,45600,5,  Premium  ,55,8.4,CHARGING,No,17.4,13860,697.45
500534,2529,30/10/2024,20/11/2024,Corporate,WEST,Singapore,  Singapore  ,UrbanEV,75,,AC,No,online,48100,1000,47690,5,extended,29,8.5,none,No,15.9,26290,662.18
500535,1902,30-Aug-22,5/9/2022,PERSONAL,South,  Malaysia  ,Penang,VoltX Pro,100,584,  AC  ,No,  Dealership  ,33670,2500,31360,7,standard,31,8.2,None,No,16,14240,327.41
500536,2848,20/8/2022,24/8/2022,  Personal  ,south,SINGAPORE,SINGAPORE,VoltX Pro,,539,DC Fast,No,  Dealership  ,42310,5000,37720,3,premium,52,8.3,CHARGING,No,14.6,25260,595.82
500537,1035,28/2/2024,15/3/2024,CORPORATE,West,Malaysia,SHAH ALAM,FamilyEV XL,,352,  Supercharger  ,Yes,ONLINE,35130,2500,35320,7,Standard,64,6.3,none,No,17.5,24550,735.63
500538,1684,16-Dec-23,20/12/2023,PERSONAL,East,  Malaysia  ,  Penang  ,UrbanEV,50,,SUPERCHARGER,Yes,Dealership,47850,2500,45180,5,PREMIUM,38,6.7,none,No,17.7,23770,383.53
500539,1019,29/1/2024,02-15-2024,PERSONAL,west,,johor bahru,VoltX S,100,623,AC,No,  Dealership  ,45440,2500,42760,6,standard,48,3.75,,No,12.7,8370,746.42
500540,1320,3/12/2024,26/3/2024,Personal,South,vietnam,ho chi minh city,EcoRide 3,60,369,  AC  ,Yes,  Dealership  ,44460,5000,38390,3,Standard,66,10,charging,No,15.8,30140,533.77
500541,2799,15/2/2024,02-22-2024,Personal,  West  ,MALAYSIA,penang,VoltX Pro,80,502,  AC  ,No,ONLINE,39260,1000,37440,6,Premium,62,9.7,NONE,Yes,15.3,32260,362.15
500542,1511,27-Dec-23,5/1/2024,  Personal  ,NORTH,  Thailand  ,Bangkok,UrbanEV,75,496,dc fast,Yes,DEALERSHIP,53270,0,53490,4,STANDARD,29,8.8,none,Yes,17.8,28640,
500543,1399,19/7/2022,31/7/2022,Corporate,NORTH,MALAYSIA,,UrbanEV,75,436,  DC Fast  ,No,  Online  ,42360,1000,41730,8,  Standard  ,58,10,charging,No,18.7,27320,354.74
500544,1653,2/8/2024,18/8/2024,personal,NORTH,Malaysia,PENANG,VoltX Pro,80 kWh,516,AC,Yes,  Dealership  ,"34,660",1000,"33,550",6,  Standard  ,52,4.4,Charging,No,19.2,20800 km,777.19
500545,1971,20/3/2022,5/4/2022,PERSONAL,South,  Singapore  ,Singapore,VoltX Pro,60,393,dc fast,No,Online,38390,1000,38040,5,  Extended  ,32,4.5,none,No,15.9,34090,269.55
500546,2906,13/8/2024,20-Aug-24,  Fleet  ,  West  ,SINGAPORE,Singapore,VoltX S,100,652,DC FAST,No,  Corporate Fleet  ,30950,2500,28050,7,STANDARD,45,10,none,No,18.6,12300,761.88
500547,1470,5/5/2024,25-May-24,Personal,south,  Vietnam  ,Ho Chi Minh City,UrbanEV,50,265,DC Fast,Yes,online,40420,1000,41910,4,extended,48,,NONE,No,12.5,6120,543.61
500548,2166,12-Apr-23,28/4/2023,personal,EAST,vietnam,Ho Chi Minh City,UrbanEV,60,403,ac,No,ONLINE,38640,0,38790,8,extended,48,5,NONE,No,21,30730,642.46
500549,2115,4-Aug-23,8-Aug-23,corporate,East,Indonesia,  Surabaya  ,EcoRide 5,50,287,DC Fast,No,  Corporate Fleet  ,49860,0,50530,6,standard,37,8,None,No,14.9,9730,421.3
500550,2377,07-28-2024,11-Aug-24,  Corporate  ,EAST,  Thailand  ,Chiang Mai,FamilyEV XL,90,474,AC,No,dealership,49010,5000,44170,3,Extended,39,7,  None  ,No,13,29690,578.36
500551,1833,25-Mar-23,2-Apr-23,Fleet,  South  ,Singapore,singapore,VoltX S,80,537,HOME CHARGER,Yes,Dealership,46490,2500,43390,5,premium,49,7.9,BATTERY,No,14.9,12070,100
500552,2823,03-28-2022,3/4/2022,fleet,EAST,  Malaysia  ,  Kuala Lumpur  ,VoltX Pro,70,434,  Supercharger  ,No,  Online  ,51630,1000,50120,6,PREMIUM,69,8.4,NONE,No,21.3,26490,543.7
500553,1726,11/4/2022,26-Apr-22,PERSONAL,  South  ,vietnam,ho chi minh city,VoltX Pro,50,311,AC,Yes,DEALERSHIP,36750,1000,34600,5,STANDARD,52,6.6,NONE,No,18.9,16820,237.34
500554,2982,28-Oct-24,11/3/2024,  Fleet  ,NORTH,,Chiang Mai,EcoRide 3,75,440,AC,Yes,Corporate Fleet,47230,1000,44510,5,extended,63,3.45,none,No,22.4,24750,649.61
500555,1853,24/4/2024,10-May-24,personal,  West  ,,CHIANG MAI,FamilyEV XL,90,547,  AC  ,No,Dealership,34930,2500,33380,4,Premium,32,7.4,OTHER,No,17.9,31880,393.04
500556,1050,28/3/2022,04-15-2022,Personal,  North  ,Malaysia,Penang,VoltX Pro,75,446,  DC Fast  ,Yes,DEALERSHIP,41660,2500,38550,4,  Premium  ,55,6.4,NONE,No,21.1,16140,391.15
500557,2688,12/2/2022,18/2/2022,personal,North,Malaysia,SHAH ALAM,UrbanEV,90,518,HOME CHARGER,No,  Corporate Fleet  ,47390,5000,42330,7,Standard,31,7.1,battery,No,15.9,33600,
500558,2721,2/12/2023,02-15-2023,personal,  West  ,Vietnam,HO CHI MINH CITY,VoltX Pro,75,451,AC,No,Dealership,41280,2500,40310,4,Standard,63,9.1,NONE,No,13.1,22120,536.81
500559,1574,26/10/2023,10-Nov-23,  Personal  ,south,,Penang,UrbanEV,60,363,  Home Charger  ,No,Online,56430,5000,52600,8,STANDARD,41,9.2,SOFTWARE,No,18.1,22820,330.59
500560,2213,6/11/2024,12/11/2024,GOVERNMENT,east,  Singapore  ,SINGAPORE,UrbanEV,100,547,DC FAST,Yes,  Online  ,42560,0,42710,4,  Standard  ,59,5.9,  None  ,No,17.2,30300,489.45
500561,2148,28-May-22,17/6/2022,PERSONAL,SOUTH,  Malaysia  ,shah alam,VoltX S,60,361,  Home Charger  ,No,  Online  ,50610,5000,45400,5,  Standard  ,46,8.5,  None  ,No,18.5,31190,434.62
500562,1149,4/10/2022,12/10/2022,  Personal  ,  South  ,indonesia,surabaya,VoltX Pro,60,317,Supercharger,No,DEALERSHIP,43150,2500,40500,3,extended,31,7.9,Battery,No,,21540,295.08
500563,1313,20-Aug-22,08-25-2022,PERSONAL,SOUTH,malaysia,,VoltX S,100,677,supercharger,No,  Corporate Fleet  ,45920,0,48120,7,standard,34,9.6,none,No,18.2,11270,422.28
